id;latitude;longitude;depth;seasurface_temperature_mean_1965_1974;seasurface_temperature_amplitude_1965_1974;seafloor_temperature_mean_1965_1974;seafloor_temperature_amplitude_1965_1974;seasurface_salinity_mean_1965_1974;seasurface_salinity_amplitude_1965_1974;seafloor_salinity_mean_1965_1974;seafloor_salinity_amplitude_1965_1974;chlorophyla_summer_mean_2002_2009;geomorphology;sediments;slope;seafloor_oxygen_mean_1955_2012;roughness
0;66.15;-47.15;-830;6.246304989;-2.665099859;2.386799812;0.150099993;33.74471283;0.053009033;34.7024498;-0.05475235;0.213135064;14;4;0.009436476;NA;234
0;74.95;-50.45;-1098;4.511147499;-1.604710102;2.300799847;0.107379913;33.87888718;0.020000458;34.6400528;0.100242615;0.313855827;14;7;0.07811112;NA;1587
0;71.45;-50.95;-644;4.484889984;-1.878579974;1.854300022;0.266299963;33.92578888;0.072719574;34.60598755;-0.007801056;0.536045969;14;2;0.010501718;NA;275
0;66.55;-47.95;-435;5.588600159;-2.505520105;1.810410023;-0.534749985;33.78468704;0.037109375;34.33388901;-0.016704559;0.21001932;14;4;0.006327775;4.992173195;162
0;70.85;-48.35;-144;4.971809864;-2.571500063;NA;NA;33.7859993;0.026473999;NA;NA;1.441330194;2;4;0.013370591;NA;375
0;70.35;-47.95;-140;5.12024498;-2.536219835;NA;NA;33.74738693;0.006278992;NA;NA;1.137060404;2;4;0.000599216;NA;61
0;68.65;-47.65;-234;5.407390118;-2.134209871;2.670839787;0.372600079;33.75181198;-0.003120422;33.9020462;-0.041690826;0.250093162;2;4;0.002566574;7.046710014;96
0;71.35;-48.85;-1212;4.80381012;-2.44652009;NA;NA;33.84561157;0.043586731;NA;NA;0.472400278;14;2;0.017982129;NA;580
0;72.95;-51.55;-386;4.338200092;-1.417980075;1.914195061;0.076350093;33.91588974;0.068374634;34.25125885;0.035648346;0.574550807;14;4;0.016195713;5.113387108;420
0;74.15;-51.85;-367;4.270289898;-1.292689919;2.092210054;0.05941987;33.89688873;0.031322479;34.30438995;-0.057609558;0.536557734;14;4;0.002485849;5.063707829;75
0;74.35;-51.05;-459;4.361390114;-1.3743999;2.143994808;0.168305159;33.89630127;0.035697937;34.37885284;0.035110474;0.671413183;14;4;0.008715641;4.897781372;190
0;66.95;-49.15;-1150;4.869750023;-2.215379953;2.183495045;0.023805141;33.81231308;0.00359726;34.70790863;-0.001293182;0.204040691;14;4;0.030480685;4.370862007;673
0;75.45;-52.45;-522;4.097109795;-1.316280127;2.013189793;0.140164852;33.87028885;-0.013122559;34.39011383;-0.025802612;0.38506934;14;4;0.01582394;4.767399311;281
0;73.75;-50.25;-677;4.594099998;-1.571280003;2.007354975;0.172832489;33.90404892;0.014891624;34.50123596;0.046161652;0.665065527;14;2;0.010744636;NA;301
0;71.95;-48.15;-1206;4.950910091;-2.639010191;2.172049999;-0.073765278;33.81399918;0.047790527;34.71725082;-0.06760025;0.383351147;14;4;0.052535377;NA;1300
0;73.85;-49.85;-1084;4.616889954;-1.68558991;NA;NA;33.89141083;0.002098083;NA;NA;0.385661602;14;7;0.033313744;4.525769234;1361
0;75.85;-54.05;-1299;3.662795067;-1.413500071;2.334995031;-0.086960077;33.78811264;0.015300751;34.74436188;-0.004104614;0.184460163;14;7;0.005764093;4.632026672;162
0;74.55;-50.25;-1286;4.561667442;-1.610440016;2.308979988;0.128654957;33.88164902;0.019498825;34.65019226;0.050926208;0.348340511;14;7;0.052990597;NA;1155
0;70.05;-50.65;-747;4.419290066;-2.028100252;NA;NA;33.89898682;0.059497833;NA;NA;0.262675673;14;4;0.009231173;NA;341
0;65.75;-48.85;-1478;5.166490078;-2.338055134;1.872497559;0.040829897;33.80966187;-0.008846283;34.76747894;0.007904053;0.190036893;14;4;0.005863755;4.491532326;138
0;73.75;-53.55;-1451;3.86310482;-1.239179969;2.192080021;0.238850117;33.84874725;0.030862808;34.74654388;0.006343842;0.199113011;14;2;0.030135402;NA;745
0;69.65;-47.25;-171;5.425549984;-2.467839956;2.625005007;0.208304882;33.73059082;0.01619339;34.14645004;-0.020427704;0.53362143;14;4;0.023450894;NA;574
0;73.45;-53.75;-1298;3.86548996;-1.307399988;2.183845043;0.058539867;33.84910583;0.035657883;34.73624802;0.001434326;0.168408602;14;2;0.026680881;NA;746
0;69.15;-48.45;-163;5.092710018;-2.141400099;NA;NA;33.74171066;-0.014289856;NA;NA;0.704915762;2;4;0.002111941;NA;85
